order_id,quantity,item_name,choice_description,item_price,price_num,price_range
352,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
353,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
353,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
354,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 ,8.75,moderate
354,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
355,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",$9.25 ,9.25,moderate
355,1,Steak Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese]]",$9.25 ,9.25,moderate
356,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Sour Cream, Guacamole, Lettuce]]",$11.48 ,11.48,pricey
356,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
357,2,Chicken Salad Bowl,"[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole]]",$22.50 ,22.5,pricey
358,1,Carnitas Burrito,"[Roasted Chili Corn Salsa, [Cheese, Rice, Guacamole]]",$11.75 ,11.75,pricey
358,1,Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Guacamole]]",$11.25 ,11.25,pricey
358,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
359,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
359,1,Chips,Pending,$2.15 ,2.15,cheap
359,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
360,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
360,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",$8.75 ,8.75,moderate
360,1,Canned Soft Drink,[Sprite],$1.25 ,1.25,cheap
361,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
361,1,Bottled Water,Pending,$1.50 ,1.5,cheap
362,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
362,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Pinto Beans, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
363,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
363,1,6 Pack Soft Drink,[Coke],$6.49 ,6.49,moderate
363,2,Chips and Guacamole,Pending,$8.90 ,8.9,moderate
364,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
364,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
365,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
365,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
366,2,Chicken Crispy Tacos,[Tomatillo Red Chili Salsa],$17.50 ,17.5,pricey
366,1,Steak Burrito,[Tomatillo Red Chili Salsa],$9.25 ,9.25,moderate
367,1,Veggie Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
367,1,Barbacoa Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
367,2,Bottled Water,Pending,$3.00 ,3.0,cheap
368,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
368,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
369,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
369,1,Steak Salad,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
369,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
370,1,Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
370,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
371,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",$8.99 ,8.99,moderate
371,1,Side of Chips,Pending,$1.69 ,1.69,cheap
372,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
372,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
373,1,Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.25 ,11.25,pricey
373,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
374,1,Barbacoa Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
374,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
375,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]",$11.75 ,11.75,pricey
375,1,Chips and Roasted Chili Corn Salsa,Pending,$2.95 ,2.95,cheap
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
376,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
376,2,Canned Soda,[Mountain Dew],$2.18 ,2.18,cheap
377,2,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",$17.98 ,17.98,pricey
377,1,Steak Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese]]",$8.99 ,8.99,moderate
378,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
378,1,Side of Chips,Pending,$1.69 ,1.69,cheap
379,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
379,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
379,1,Chips and Tomatillo Green Chili Salsa,Pending,$2.95 ,2.95,cheap
379,3,Canned Soft Drink,[Lemonade],$3.75 ,3.75,cheap
379,1,Steak Crispy Tacos,"[Roasted Chili Corn Salsa, [Cheese, Sour Cream, Lettuce]]",$9.25 ,9.25,moderate
380,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
380,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
380,1,Chips,Pending,$2.15 ,2.15,cheap
380,1,Bottled Water,Pending,$1.50 ,1.5,cheap
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",$8.49 ,8.49,moderate
381,1,Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), Cheese]",$8.49 ,8.49,moderate
381,1,Nantucket Nectar,[Pomegranate Cherry],$3.39 ,3.39,cheap
382,1,Steak Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]",$8.69 ,8.69,moderate
382,1,Chips and Guacamole,Pending,$3.89 ,3.89,cheap
383,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
383,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
384,1,Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
384,1,Chips,Pending,$2.15 ,2.15,cheap
384,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
385,1,Chicken Bowl,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
385,1,Side of Chips,Pending,$1.69 ,1.69,cheap
386,1,Veggie Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese]]",$8.49 ,8.49,moderate
386,1,Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
387,1,Canned Soft Drink,[Lemonade],$1.25 ,1.25,cheap
387,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole]]",$11.75 ,11.75,pricey
387,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce, Guacamole]]",$11.75 ,11.75,pricey
388,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
388,1,Bottled Water,Pending,$1.09 ,1.09,cheap
389,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream]]",$8.75 ,8.75,moderate
389,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
389,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, Lettuce]",$8.75 ,8.75,moderate
389,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
389,1,Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",$8.75 ,8.75,moderate
389,1,Chips,Pending,$2.15 ,2.15,cheap
390,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
390,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
391,1,Steak Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
391,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
392,1,Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese]]",$8.49 ,8.49,moderate
392,1,Side of Chips,Pending,$1.69 ,1.69,cheap
392,1,Canned Soda,[Coca Cola],$1.09 ,1.09,cheap
393,1,Steak Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
393,1,Canned Soda,[Sprite],$1.09 ,1.09,cheap
394,1,Carnitas Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",$9.25 ,9.25,moderate
394,1,Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",$8.75 ,8.75,moderate
395,1,Steak Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
395,1,Chips and Fresh Tomato Salsa,Pending,$2.39 ,2.39,cheap
396,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
396,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
396,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
396,1,Chicken Soft Tacos,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
397,1,Steak Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
397,1,Steak Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream]]",$9.25 ,9.25,moderate
398,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
398,1,Bottled Water,Pending,$1.50 ,1.5,cheap
399,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
399,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Pinto Beans, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
400,1,Veggie Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
400,1,Carnitas Burrito,[Tomatillo Red Chili Salsa],$9.25 ,9.25,moderate
400,1,Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
401,2,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]",$17.50 ,17.5,pricey
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",$8.75 ,8.75,moderate
402,2,Chips and Guacamole,Pending,$8.90 ,8.9,moderate
402,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
402,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
403,1,Barbacoa Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
403,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
404,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
404,1,Carnitas Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",$9.25 ,9.25,moderate
404,1,Chips,Pending,$2.15 ,2.15,cheap
405,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]",$11.25 ,11.25,pricey
405,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
406,1,Barbacoa Soft Tacos,"[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 ,11.75,pricey
406,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
407,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
407,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.75 ,11.75,pricey
408,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
408,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Cheese, Guacamole]]",$11.25 ,11.25,pricey
408,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]",$11.25 ,11.25,pricey
409,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
409,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
410,1,Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans]]",$8.75 ,8.75,moderate
410,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
410,1,Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Black Beans, Lettuce]]",$8.75 ,8.75,moderate
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese]]",$8.49 ,8.49,moderate
411,1,Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
412,1,Bottled Water,Pending,$1.50 ,1.5,cheap
412,1,Bottled Water,Pending,$1.50 ,1.5,cheap
412,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Sour Cream, Cheese, Lettuce]]",$8.75 ,8.75,moderate
412,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
413,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
413,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
413,1,Carnitas Crispy Tacos,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]",$11.75 ,11.75,pricey
414,1,Chicken Burrito,"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
414,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
415,1,Steak Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",$9.25 ,9.25,moderate
415,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
416,1,Steak Burrito,[Tomatillo Red Chili Salsa],$9.25 ,9.25,moderate
416,1,Chicken Bowl,[Fresh Tomato Salsa],$8.75 ,8.75,moderate
417,1,Steak Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream]]",$8.99 ,8.99,moderate
417,1,Side of Chips,Pending,$1.69 ,1.69,cheap
418,2,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Black Beans]]",$17.50 ,17.5,pricey
419,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
419,1,Barbacoa Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
419,1,Steak Crispy Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
420,1,Chicken Burrito,"[Fresh Tomato Salsa, [Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
420,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
421,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
421,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
422,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
422,1,6 Pack Soft Drink,[Sprite],$6.49 ,6.49,moderate
423,1,Chicken Crispy Tacos,"[Fresh Tomato Salsa (Mild), [Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
423,1,Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
424,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]",$8.49 ,8.49,moderate
424,1,Canned Soda,[Diet Dr. Pepper],$1.09 ,1.09,cheap
424,1,Side of Chips,Pending,$1.69 ,1.69,cheap
425,1,Barbacoa Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream]]",$9.25 ,9.25,moderate
425,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
426,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
426,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
426,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
427,1,Chips and Guacamole,Pending,$3.99 ,3.99,cheap
427,1,Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Sour Cream, Cheese]]",$8.49 ,8.49,moderate
428,1,Steak Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce, Guacamole]]",$11.75 ,11.75,pricey
428,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Guacamole]]",$11.75 ,11.75,pricey
428,1,Chips,Pending,$2.15 ,2.15,cheap
429,1,Steak Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Rice, Guacamole]]",$11.48 ,11.48,pricey
430,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 ,8.75,moderate
430,1,Chips,Pending,$2.15 ,2.15,cheap
430,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
431,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
431,1,Chips,Pending,$2.15 ,2.15,cheap
431,1,Canned Soft Drink,[Sprite],$1.25 ,1.25,cheap
432,1,Chicken Burrito,"[Fresh Tomato Salsa, Rice]",$8.75 ,8.75,moderate
432,1,Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese]]",$8.75 ,8.75,moderate
432,1,6 Pack Soft Drink,[Coke],$6.49 ,6.49,moderate
433,1,Side of Chips,Pending,$1.69 ,1.69,cheap
433,1,Steak Bowl,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
434,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
434,1,Barbacoa Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Guacamole]]",$11.75 ,11.75,pricey
435,1,Chicken Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$10.98 ,10.98,pricey
435,1,Canned Soda,[Mountain Dew],$1.09 ,1.09,cheap
436,1,Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream]]",$8.49 ,8.49,moderate
436,1,Izze,[Clementine],$3.39 ,3.39,cheap
437,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",$8.75 ,8.75,moderate
437,1,Chips,Pending,$2.15 ,2.15,cheap
437,1,Canned Soft Drink,[Diet Coke],$1.25 ,1.25,cheap
438,1,Carnitas Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]",$11.48 ,11.48,pricey
438,1,Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
439,1,Chicken Salad,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]",$10.98 ,10.98,pricey
439,1,Chicken Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.49 ,8.49,moderate
440,1,Chips and Roasted Chili Corn Salsa,Pending,$2.95 ,2.95,cheap
440,1,Barbacoa Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",$9.25 ,9.25,moderate
440,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",$9.25 ,9.25,moderate
441,1,Steak Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]",$11.75 ,11.75,pricey
441,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
442,1,Steak Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium)], [Rice, Black Beans, Sour Cream, Guacamole]]",$11.48 ,11.48,pricey
443,1,Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]",$11.25 ,11.25,pricey
443,1,Veggie Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",$8.75 ,8.75,moderate
443,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
444,1,Side of Chips,Pending,$1.69 ,1.69,cheap
444,1,Steak Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",$8.99 ,8.99,moderate
445,1,Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Cheese, Lettuce]]",$8.75 ,8.75,moderate
445,1,Chips and Guacamole,Pending,$4.45 ,4.45,cheap
445,1,Bottled Water,Pending,$1.50 ,1.5,cheap
446,1,Steak Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]",$11.75 ,11.75,pricey
446,1,Chips,Pending,$2.15 ,2.15,cheap
447,1,Steak Burrito,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Sour Cream]]",$8.99 ,8.99,moderate
447,1,Chips and Tomatillo-Green Chili Salsa,Pending,$2.39 ,2.39,cheap
448,1,Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",$8.75 ,8.75,moderate
448,1,Chips and Fresh Tomato Salsa,Pending,$2.95 ,2.95,cheap
448,1,Canned Soft Drink,[Coke],$1.25 ,1.25,cheap
449,1,Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",$8.75 ,8.75,moderate
449,1,Chips,Pending,$2.15 ,2.15,cheap
